set_bonus_buff,set_name,quality,armor_group,localized_name,localized_description,localized_tooltip,effects_from_xml
buffNerdSetBonus,Nerd,2,groupNerd,,Understanding the mechanics of turrets and weapons allows the Nerd to operate them properly.\nGain {cvar(.armorNerdFSBDisplay01:0)}% more experience.\nImproves junk turrents by {cvar(.armorNerdFSBDisplay02:0)}%.\nYou can deploy {cvar(.armorNerdFSBDisplay03:0)} additional junk turret.,,"passive_effect(name=PlayerExpGain, operation=perc_add, value=.1) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.2, tags=perkTurrets) | passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.2, tags=perkTurrets) | passive_effect(name=EntityDamage, operation=perc_add, value=.2, tags=perkTurrets) | passive_effect(name=BlockDamage, operation=perc_add, value=.2, tags=turretMelee) | passive_effect(name=JunkTurretActiveRange, operation=perc_add, value=.2) | passive_effect(name=JunkTurretActiveCount, operation=base_add, value=1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNerdFSBDisplay01,.armorNerdFSBDisplay02,.armorNerdFSBDisplay03)"
buffNerdSetBonus,Nerd,3,groupNerd,,Understanding the mechanics of turrets and weapons allows the Nerd to operate them properly.\nGain {cvar(.armorNerdFSBDisplay01:0)}% more experience.\nImproves junk turrents by {cvar(.armorNerdFSBDisplay02:0)}%.\nYou can deploy {cvar(.armorNerdFSBDisplay03:0)} additional junk turret.,,"passive_effect(name=PlayerExpGain, operation=perc_add, value=.15) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.3, tags=perkTurrets) | passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.3, tags=perkTurrets) | passive_effect(name=EntityDamage, operation=perc_add, value=.3, tags=perkTurrets) | passive_effect(name=BlockDamage, operation=perc_add, value=.3, tags=turretMelee) | passive_effect(name=JunkTurretActiveRange, operation=perc_add, value=.3) | passive_effect(name=JunkTurretActiveCount, operation=base_add, value=1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNerdFSBDisplay01,.armorNerdFSBDisplay02,.armorNerdFSBDisplay03)"
buffNerdSetBonus,Nerd,4,groupNerd,,Understanding the mechanics of turrets and weapons allows the Nerd to operate them properly.\nGain {cvar(.armorNerdFSBDisplay01:0)}% more experience.\nImproves junk turrents by {cvar(.armorNerdFSBDisplay02:0)}%.\nYou can deploy {cvar(.armorNerdFSBDisplay03:0)} additional junk turret.,,"passive_effect(name=PlayerExpGain, operation=perc_add, value=.25) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.5, tags=perkTurrets) | passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.5, tags=perkTurrets) | passive_effect(name=EntityDamage, operation=perc_add, value=.5, tags=perkTurrets) | passive_effect(name=BlockDamage, operation=perc_add, value=.5, tags=turretMelee) | passive_effect(name=JunkTurretActiveRange, operation=perc_add, value=.5) | passive_effect(name=JunkTurretActiveCount, operation=base_add, value=1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNerdFSBDisplay01,.armorNerdFSBDisplay02,.armorNerdFSBDisplay03)"
buffNerdSetBonus,Nerd,5,groupNerd,,Understanding the mechanics of turrets and weapons allows the Nerd to operate them properly.\nGain {cvar(.armorNerdFSBDisplay01:0)}% more experience.\nImproves junk turrents by {cvar(.armorNerdFSBDisplay02:0)}%.\nYou can deploy {cvar(.armorNerdFSBDisplay03:0)} additional junk turret.,,"passive_effect(name=PlayerExpGain, operation=perc_add, value=.35) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.75, tags=perkTurrets) | passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.75, tags=perkTurrets) | passive_effect(name=EntityDamage, operation=perc_add, value=.75, tags=perkTurrets) | passive_effect(name=BlockDamage, operation=perc_add, value=.75, tags=turretMelee) | passive_effect(name=JunkTurretActiveRange, operation=perc_add, value=.75) | passive_effect(name=JunkTurretActiveCount, operation=base_add, value=2) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=2) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=2) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNerdFSBDisplay01,.armorNerdFSBDisplay02,.armorNerdFSBDisplay03)"
buffNerdSetBonus,Nerd,6,groupNerd,,Understanding the mechanics of turrets and weapons allows the Nerd to operate them properly.\nGain {cvar(.armorNerdFSBDisplay01:0)}% more experience.\nImproves junk turrents by {cvar(.armorNerdFSBDisplay02:0)}%.\nYou can deploy {cvar(.armorNerdFSBDisplay03:0)} additional junk turret.,,"passive_effect(name=PlayerExpGain, operation=perc_add, value=.5) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=1, tags=perkTurrets) | passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=1, tags=perkTurrets) | passive_effect(name=EntityDamage, operation=perc_add, value=1, tags=perkTurrets) | passive_effect(name=BlockDamage, operation=perc_add, value=1, tags=turretMelee) | passive_effect(name=JunkTurretActiveRange, operation=perc_add, value=1) | passive_effect(name=JunkTurretActiveCount, operation=base_add, value=2) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=2) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=2) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNerdFSBDisplay01,.armorNerdFSBDisplay02,.armorNerdFSBDisplay03)"
buffNomadSetBonus,Nomad,1,groupNomad,,"Trekking through the wasteland, a Nomad's armor serves as their oasis.\nUse {cvar(.armorNomadFSBDisplay01:0)}% less food and water when recovering stamina.\nIncrease stamina regeneration by {cvar(.armorNomadFSBDisplay02:0)}%.\nIncrease max hp by {cvar(.armorNomadFSBDisplay03:0)}.",,"passive_effect(name=FoodLossPerStaminaPointGained, operation=perc_add, value=-.05) | passive_effect(name=WaterLossPerStaminaPointGained, operation=perc_add, value=-.05) | passive_effect(name=StaminaChangeOT, operation=perc_add, value=.02) | passive_effect(name=HealthMax, operation=base_add, value=5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=2) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=2) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=5) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNomadFSBDisplay01,.armorNomadFSBDisplay02,.armorNomadFSBDisplay03)"
buffNomadSetBonus,Nomad,2,groupNomad,,"Trekking through the wasteland, a Nomad's armor serves as their oasis.\nUse {cvar(.armorNomadFSBDisplay01:0)}% less food and water when recovering stamina.\nIncrease stamina regeneration by {cvar(.armorNomadFSBDisplay02:0)}%.\nIncrease max hp by {cvar(.armorNomadFSBDisplay03:0)}.",,"passive_effect(name=FoodLossPerStaminaPointGained, operation=perc_add, value=-.1) | passive_effect(name=WaterLossPerStaminaPointGained, operation=perc_add, value=-.1) | passive_effect(name=StaminaChangeOT, operation=perc_add, value=.04) | passive_effect(name=HealthMax, operation=base_add, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=4) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=4) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=10) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNomadFSBDisplay01,.armorNomadFSBDisplay02,.armorNomadFSBDisplay03)"
buffNomadSetBonus,Nomad,3,groupNomad,,"Trekking through the wasteland, a Nomad's armor serves as their oasis.\nUse {cvar(.armorNomadFSBDisplay01:0)}% less food and water when recovering stamina.\nIncrease stamina regeneration by {cvar(.armorNomadFSBDisplay02:0)}%.\nIncrease max hp by {cvar(.armorNomadFSBDisplay03:0)}.",,"passive_effect(name=FoodLossPerStaminaPointGained, operation=perc_add, value=-.15) | passive_effect(name=WaterLossPerStaminaPointGained, operation=perc_add, value=-.15) | passive_effect(name=StaminaChangeOT, operation=perc_add, value=.06) | passive_effect(name=HealthMax, operation=base_add, value=15) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=6) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=6) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=15) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNomadFSBDisplay01,.armorNomadFSBDisplay02,.armorNomadFSBDisplay03)"
buffNomadSetBonus,Nomad,4,groupNomad,,"Trekking through the wasteland, a Nomad's armor serves as their oasis.\nUse {cvar(.armorNomadFSBDisplay01:0)}% less food and water when recovering stamina.\nIncrease stamina regeneration by {cvar(.armorNomadFSBDisplay02:0)}%.\nIncrease max hp by {cvar(.armorNomadFSBDisplay03:0)}.",,"passive_effect(name=FoodLossPerStaminaPointGained, operation=perc_add, value=-.25) | passive_effect(name=WaterLossPerStaminaPointGained, operation=perc_add, value=-.25) | passive_effect(name=StaminaChangeOT, operation=perc_add, value=.08) | passive_effect(name=HealthMax, operation=base_add, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=8) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=8) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=20) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNomadFSBDisplay01,.armorNomadFSBDisplay02,.armorNomadFSBDisplay03)"
buffNomadSetBonus,Nomad,5,groupNomad,,"Trekking through the wasteland, a Nomad's armor serves as their oasis.\nUse {cvar(.armorNomadFSBDisplay01:0)}% less food and water when recovering stamina.\nIncrease stamina regeneration by {cvar(.armorNomadFSBDisplay02:0)}%.\nIncrease max hp by {cvar(.armorNomadFSBDisplay03:0)}.",,"passive_effect(name=FoodLossPerStaminaPointGained, operation=perc_add, value=-.35) | passive_effect(name=WaterLossPerStaminaPointGained, operation=perc_add, value=-.35) | passive_effect(name=StaminaChangeOT, operation=perc_add, value=.12) | passive_effect(name=HealthMax, operation=base_add, value=25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=35) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=12) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=12) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=25) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNomadFSBDisplay01,.armorNomadFSBDisplay02,.armorNomadFSBDisplay03)"
buffNomadSetBonus,Nomad,6,groupNomad,,"Trekking through the wasteland, a Nomad's armor serves as their oasis.\nUse {cvar(.armorNomadFSBDisplay01:0)}% less food and water when recovering stamina.\nIncrease stamina regeneration by {cvar(.armorNomadFSBDisplay02:0)}%.\nIncrease max hp by {cvar(.armorNomadFSBDisplay03:0)}.",,"passive_effect(name=FoodLossPerStaminaPointGained, operation=perc_add, value=-.5) | passive_effect(name=WaterLossPerStaminaPointGained, operation=perc_add, value=-.5) | passive_effect(name=StaminaChangeOT, operation=perc_add, value=.2) | passive_effect(name=HealthMax, operation=base_add, value=40) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=40) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNomadFSBDisplay03, operation=set, value=40) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNomadFSBDisplay01,.armorNomadFSBDisplay02,.armorNomadFSBDisplay03)"
buffPreacherSetBonus,Preacher,1,groupPreacher,,A Saint's comfort and security.\nReduces the chance of critical injuries and infections by {cvar(.armorPreacherFSBDisplay01:0)}%.\nCritical Injuries heal {cvar(.armorPreacherFSBDisplay02:0)}% faster.\nYour passive healing is increased by 1 every {cvar(.armorPreacherFSBDisplay03:0)} seconds.,,"passive_effect(name=BuffResistance, operation=base_add, value=.05, tags=buffInfectionCatch,buffFatiguedTrigger,buffArmSprainedCHTrigger,buffLegSprainedCHTrigger,buffAbrasionCatch,buffLaceration,buffInjuryStunned01CHTrigger,buffInjuryBleedingTwo,buffInjuryBleedingBarbedWire) | passive_effect(name=HealthChangeOT, operation=base_add, value=.0111) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.1) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.1) | triggered_effect(trigger=onSelfBuffRemove, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=0) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=90) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=90) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorPreacherFSBDisplay01,.armorPreacherFSBDisplay02,armorPreacherFSBDisplay03)"
buffPreacherSetBonus,Preacher,2,groupPreacher,,A Saint's comfort and security.\nReduces the chance of critical injuries and infections by {cvar(.armorPreacherFSBDisplay01:0)}%.\nCritical Injuries heal {cvar(.armorPreacherFSBDisplay02:0)}% faster.\nYour passive healing is increased by 1 every {cvar(.armorPreacherFSBDisplay03:0)} seconds.,,"passive_effect(name=BuffResistance, operation=base_add, value=.1, tags=buffInfectionCatch,buffFatiguedTrigger,buffArmSprainedCHTrigger,buffLegSprainedCHTrigger,buffAbrasionCatch,buffLaceration,buffInjuryStunned01CHTrigger,buffInjuryBleedingTwo,buffInjuryBleedingBarbedWire) | passive_effect(name=HealthChangeOT, operation=base_add, value=.0166) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.2) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.2) | triggered_effect(trigger=onSelfBuffRemove, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=0) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=60) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=60) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorPreacherFSBDisplay01,.armorPreacherFSBDisplay02,armorPreacherFSBDisplay03)"
buffPreacherSetBonus,Preacher,3,groupPreacher,,A Saint's comfort and security.\nReduces the chance of critical injuries and infections by {cvar(.armorPreacherFSBDisplay01:0)}%.\nCritical Injuries heal {cvar(.armorPreacherFSBDisplay02:0)}% faster.\nYour passive healing is increased by 1 every {cvar(.armorPreacherFSBDisplay03:0)} seconds.,,"passive_effect(name=BuffResistance, operation=base_add, value=.15, tags=buffInfectionCatch,buffFatiguedTrigger,buffArmSprainedCHTrigger,buffLegSprainedCHTrigger,buffAbrasionCatch,buffLaceration,buffInjuryStunned01CHTrigger,buffInjuryBleedingTwo,buffInjuryBleedingBarbedWire) | passive_effect(name=HealthChangeOT, operation=base_add, value=.025) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.3) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.3) | triggered_effect(trigger=onSelfBuffRemove, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=0) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=40) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=40) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorPreacherFSBDisplay01,.armorPreacherFSBDisplay02,armorPreacherFSBDisplay03)"
buffPreacherSetBonus,Preacher,4,groupPreacher,,A Saint's comfort and security.\nReduces the chance of critical injuries and infections by {cvar(.armorPreacherFSBDisplay01:0)}%.\nCritical Injuries heal {cvar(.armorPreacherFSBDisplay02:0)}% faster.\nYour passive healing is increased by 1 every {cvar(.armorPreacherFSBDisplay03:0)} seconds.,,"passive_effect(name=BuffResistance, operation=base_add, value=.05, tags=buffInfectionCatch,buffFatiguedTrigger,buffArmSprainedCHTrigger,buffLegSprainedCHTrigger,buffAbrasionCatch,buffLaceration,buffInjuryStunned01CHTrigger,buffInjuryBleedingTwo,buffInjuryBleedingBarbedWire) | passive_effect(name=HealthChangeOT, operation=base_add, value=.05) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.5) | triggered_effect(trigger=onSelfBuffRemove, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=0) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=20) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorPreacherFSBDisplay01,.armorPreacherFSBDisplay02,armorPreacherFSBDisplay03)"
buffPreacherSetBonus,Preacher,5,groupPreacher,,A Saint's comfort and security.\nReduces the chance of critical injuries and infections by {cvar(.armorPreacherFSBDisplay01:0)}%.\nCritical Injuries heal {cvar(.armorPreacherFSBDisplay02:0)}% faster.\nYour passive healing is increased by 1 every {cvar(.armorPreacherFSBDisplay03:0)} seconds.,,"passive_effect(name=BuffResistance, operation=base_add, value=.25, tags=buffInfectionCatch,buffFatiguedTrigger,buffArmSprainedCHTrigger,buffLegSprainedCHTrigger,buffAbrasionCatch,buffLaceration,buffInjuryStunned01CHTrigger,buffInjuryBleedingTwo,buffInjuryBleedingBarbedWire) | passive_effect(name=HealthChangeOT, operation=base_add, value=.1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=.75) | triggered_effect(trigger=onSelfBuffRemove, action=ModifyCVar, cvar=$raiderCritNaturalHealing, operation=set, value=0) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorPreacherFSBDisplay03, operation=set, value=10) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorPreacherFSBDisplay01,.armorPreacherFSBDisplay02,armorPreacherFSBDisplay03)"
